,Customer ID,Customer Name,Email,Phone No.,Company,Industry,Location,Annual Revenue,Interest,Lead Score,Status
93,ea2d9738-1699-4973-979e-358c27ea483f,Vinaya Datta,xitigill@example.net,+910901008684,Pandya and Sons,Retail,Delhi,788548.04,No,5,Cold
94,8cefb258-f57e-42c8-a0d9-3ee2e80b8a5c,Om Bumb,fbajwa@example.net,3689159936,Chada Group,Retail,Chennai,436157.06,No,-20,Cold
95,f231a9c7-2178-4468-acf4-0d5673e5ac78,Kala Virk,fariq45@example.net,09398203769,Mital Ltd,Finance,Chennai,429936.52,No,0,Cold
96,d266652a-fa14-46b5-b3f3-4a24591efdd6,Jhalak Narayanan,warjas46@example.org,+912607297088,Kakar-Bora,Healthcare,Delhi,479611.38,No,-10,Cold
97,a5e8a2f7-5e42-4145-8e2e-1b10d4b1c36e,Chaitanya Bose,joommen@example.com,01678188725,Lad-Bali,Finance,Guwahati,416772.21,No,0,Cold
98,f4df7f2a-5734-4f4e-8a21-b2bc794544cd,Eesha Saini,elijah66@example.com,05623343968,Konda Ltd,Retail,Delhi,205874.44,Yes,20,Cold
99,edff1114-3163-4738-b4b7-629f0e832727,Jhalak Sabharwal,ysalvi@example.com,01636058337,"Comar, Gaba and Rout",Healthcare,Mumbai,793596.23,No,-5,Cold
100,63da3ded-8c1c-4c64-86c9-6caf1156080c,Raagini Bhavsar,bchakrabarti@example.com,+913030283126,Balakrishnan and Sons,Retail,Mumbai,297812.17,Yes,10,Cold
101,16765377-1233-4721-ac9e-592acf828ef6,Yagnesh Sanghvi,rehaanbhat@example.net,+918943623206,Krish Ltd,Finance,Chennai,623047.24,Yes,45,Warm
102,16273a39-708c-4eb5-9f33-94a82985a059,Aachal Mane,kmadan@example.net,+915168406450,Dugal-Barad,Tech,Mumbai,999676.55,No,15,Cold
103,6faa41ce-6449-40e1-8009-f220b2aaec33,Parth Thaman,birinaya@example.net,00069109086,Gupta-Bir,Retail,Delhi,453816.09,Yes,20,Cold
104,832324bc-f538-49cd-a247-c1803e0a054f,Abhiram Patla,ramaswamyayaan@example.org,7391952022,"Ratti, Memon and Nagi",Finance,Guwahati,257280.37,Yes,30,Cold
105,2c2948b0-cca0-4096-b6fe-eb8a81394718,Vivaan Jani,vrandhawa@example.org,07701241712,Ramachandran-Krishna,Tech,Mumbai,505117.37,Yes,45,Warm
106,39f18bb6-4b0d-44d2-b93b-7e72a87296f3,Qasim Gour,rachitsharaf@example.org,+918576653883,Barad Ltd,Finance,Chennai,147542.77,No,0,Cold
107,c47743e5-3563-4aa7-ae23-b42dbaf418f1,Aishani Merchant,zram@example.net,6301959435,Ghose-Patla,Manufacturing,Guwahati,516506.39,Yes,25,Cold
108,f224019b-b4c0-414a-8f45-491120160117,Madhav Sankaran,lagrawal@example.org,01040127261,"Saran, Sha and Patel",Healthcare,Hyderabad,702826.61,No,-5,Cold
109,ebbc9d07-b9d2-425d-a033-fdbcbb539ece,Tejas Mane,vrinda26@example.org,08206722740,Dave-Saini,Finance,Delhi,760316.89,Yes,55,Hot
110,99e0cd53-a939-4972-8fe5-5fb4810dbd51,Lila Babu,yatanparikh@example.com,03756742671,Narain Group,Retail,Mumbai,395668.97,Yes,10,Cold
111,7cfbaf03-7449-404a-835e-b59767d6f1f2,Aishani Ghosh,vedhikabarman@example.com,02749887311,Arora-Prabhakar,Tech,Mumbai,395141.32,Yes,30,Cold
112,4b3ab0a4-d67b-4be1-84b5-c87ce4c2c00b,Anay Kohli,skaul@example.net,02313153632,"Hayre, Lall and Manne",Retail,Guwahati,618264.91,Yes,25,Cold
113,98450848-6944-41fa-808d-9923d88527d1,Anjali Sarin,vargheseyoshita@example.com,+918435767081,Bava LLC,Tech,Mumbai,743389.04,No,15,Cold
114,e2404384-8e82-4bb3-8be9-1afa757c1b44,Deepa Rattan,jagvibhatti@example.org,00195691433,Tandon LLC,Tech,Hyderabad,681479.39,No,15,Cold
115,0eb8eecb-8ad6-485c-ae05-da91e2047910,Kala Nazareth,yaminidutt@example.com,03725909609,"Ramesh, Chatterjee and Bhandari",Retail,Hyderabad,616322.27,Yes,25,Cold
116,8d5e6bbc-cffc-4404-891b-3ac6f148fe15,Matthew Sethi,dorapooja@example.org,+917114697371,Sangha-Kumar,Manufacturing,Guwahati,439951.66,No,-20,Cold
117,d1f290f0-cf91-4269-814f-1c44742c49f1,Riya Suresh,udyatimand@example.com,06145813873,Kapur LLC,Tech,Delhi,933052.68,No,25,Cold
118,15fba946-4c20-4123-89b8-82956dfe4c06,Samarth Tella,ayushman29@example.com,03413419211,Thaman-Bath,Healthcare,Hyderabad,193094.11,No,-20,Cold
119,736ba736-2d2e-4617-8861-74f2040a34dc,Karan Dash,swamypriya@example.org,6315727566,Bala-Dhingra,Retail,Chennai,223837.17,No,-20,Cold
120,32dc8dfe-ecd6-4285-8150-f60c291c6386,Chatresh Agarwal,kdass@example.org,00195607463,Chaudhry-Radhakrishnan,Manufacturing,Hyderabad,421470.51,No,-20,Cold
121,95a091c8-a5c0-4bff-8c5c-bafda978f7eb,Indira Shroff,chaayasundaram@example.org,07150573299,Saran Ltd,Tech,Bangalore,566178.19,No,25,Cold
122,84ffb681-72db-4bef-8f26-d1353130b3a5,Nicholas Sarraf,hritiknarain@example.com,3679017287,Wali LLC,Healthcare,Chennai,711241.41,Yes,25,Cold
123,518280bd-39d4-4746-a05c-cb572ab7ef3d,Bina Narain,vsinghal@example.org,05026329920,Badami-Magar,Tech,Delhi,307897.42,Yes,40,Warm
124,aa431662-ca20-4465-8818-3f862a0fd059,Pratyush Sha,vprabhu@example.net,00007097984,Dhar-Chatterjee,Tech,Chennai,242483.35,Yes,30,Cold
125,4759161d-0045-46b4-a9ed-00be78d1beb5,Gopal Kumer,amritachoudhry@example.com,1977135690,Ray-Balasubramanian,Retail,Chennai,520373.83,Yes,25,Cold
126,8b5a7def-915e-4643-b83e-2c9d4d12ba22,Brijesh Sastry,mbhattacharyya@example.org,7960688296,Bhattacharyya and Sons,Healthcare,Hyderabad,658258.92,No,-5,Cold
127,a6c042bb-8555-4977-bf32-6cd228728edb,Manthan Bala,hemal68@example.net,+913397856392,Merchant Inc,Healthcare,Bangalore,580353.81,Yes,35,Warm
128,8decd2ac-1f19-4ce6-80fd-79ef1dbc3f9e,Unnati Deol,anjaliramesh@example.org,3519933900,Arora-Madan,Finance,Delhi,550737.95,Yes,55,Hot
129,d129add2-9193-41c5-9130-a1712375a95f,Xalak Golla,luckyjohal@example.com,7339474699,"Pandya, Bail and Goyal",Tech,Hyderabad,134168.12,Yes,30,Cold
130,75440d94-da72-4bfc-8ed9-58d5d0cbc418,Dipta Prabhakar,harshilvenkataraman@example.com,+911948732668,Shanker Group,Retail,Delhi,540947.33,Yes,35,Warm
131,b051c23c-9643-4fc2-b86d-bfa093a60df0,Idika Vyas,zehaanchawla@example.com,+910177961352,Saran-Mishra,Finance,Delhi,724416.68,Yes,55,Hot
132,cbf13ba3-5dc2-4a27-b806-e0ee544c215d,Nisha Dewan,chatura62@example.com,09816827394,"Narasimhan, Pradhan and Mitter",Retail,Chennai,536271.19,Yes,25,Cold
133,a7e6da3c-74e4-4fee-a482-8ac1964610a9,Ishwar Prabhu,daliabaghyawati@example.net,+914147824050,"Balasubramanian, Nayak and Lal",Finance,Guwahati,466903.24,Yes,30,Cold
134,4ad4f959-a1ac-4de4-94ae-a6e7c643b5fd,Rayaan Sood,kabirkhare@example.com,+912216714478,Kamdar Inc,Manufacturing,Mumbai,735149.24,Yes,25,Cold
135,950b9a2d-eeeb-450f-a2a7-16fe1074c872,Wazir Roy,dharzayan@example.com,+919654997951,Ramaswamy Ltd,Finance,Hyderabad,584903.8,Yes,45,Warm
136,985647b4-7067-41d1-b176-a188d499c2ea,Xavier Rajagopal,madhavi83@example.com,04664495493,Borra-Vora,Retail,Chennai,600021.92,No,-5,Cold
137,2a50dc0f-b279-4807-a30a-5b426bc0ac07,Falan Verma,bandiidika@example.com,+917520038462,Dey Group,Healthcare,Delhi,945154.72,Yes,35,Warm
138,26bf6049-8f0b-4bfe-ba69-67c7bce07342,Tanish Ravel,charvi16@example.net,+914190623154,Rau LLC,Tech,Delhi,257806.94,No,10,Cold
139,bdb94492-6ab1-479f-9402-a8161594a027,Sarthak Kaul,manbir40@example.com,08351894351,Ahuja-Dass,Finance,Bangalore,329629.53,No,10,Cold
140,5511be3f-0c56-4958-91e9-7be71d183452,Pahal Varghese,obuch@example.org,04083563027,Char Ltd,Healthcare,Chennai,841622.23,No,-5,Cold
141,3b160231-454b-447c-865b-1424d597e0ce,Hemangini Chaudry,waidalad@example.org,03597435739,Dixit PLC,Manufacturing,Hyderabad,79192.86,Yes,10,Cold
142,8858ebcb-c715-47d1-a2be-ca16da8548ff,Tanveer Chacko,bdass@example.org,+918691633479,Tella LLC,Tech,Chennai,346883.85,No,0,Cold
143,7ed69a02-9b3d-46ae-82ff-eb5f58fca0e9,Ekaraj Shanker,jaurora@example.org,0456429014,Salvi-Balan,Finance,Chennai,250851.32,Yes,30,Cold
144,84375153-3c40-4694-9227-5d52945ee47e,Tanay Gokhale,krishnamall@example.com,00936565719,Kurian-Nadig,Manufacturing,Bangalore,331744.75,Yes,20,Cold
145,cf30744d-ed76-4e5e-95e4-85b597fa3be8,Raagini Gade,chatura18@example.org,+919552370203,Kapur PLC,Tech,Guwahati,667491.6,Yes,45,Warm
146,30de3bb4-8a9b-4d66-934d-9e92cb50d931,Ubika Das,murtyjai@example.com,0274439143,Chandran Inc,Manufacturing,Chennai,181923.07,No,-20,Cold
147,89c52e16-a654-4f3b-9770-dbe9f06be05a,Irya Narula,gchaudry@example.com,2568506244,"Dyal, Konda and Srinivasan",Tech,Hyderabad,620992.43,No,15,Cold
148,168e2f7e-4e85-4228-8084-80c1c9b37fc4,Onveer Subramaniam,wallalopa@example.com,2810727065,Bajwa-Sidhu,Finance,Delhi,495165.82,Yes,40,Warm
149,ae5d55af-0d61-4467-a55d-d8db53250688,Quincy Balasubramanian,mekhala91@example.com,01950263214,"Gade, Deshmukh and Manne",Finance,Bangalore,536873.78,Yes,55,Hot
150,f81699ab-9e5b-4d4b-853a-833994d90be9,Aradhana Gill,ekansh10@example.com,3329779362,"Dugar, Narasimhan and Banik",Tech,Mumbai,276663.55,No,0,Cold
151,fec39196-aea8-4dcb-a61f-638e17d02359,Tamanna Vala,bpingle@example.org,4177596577,"Mall, Hari and Kata",Healthcare,Mumbai,312226.18,No,-20,Cold
152,73628a0a-f9e0-4493-8128-6ebf1375cdfd,Gauri Ghosh,thakermitesh@example.com,1043517108,Chanda-Sampath,Finance,Delhi,72215.4,No,10,Cold
153,7e170af1-a6d3-488e-85fb-0f77a919ed91,Darsh Chaudhry,isarraf@example.com,2429616169,Divan-Badal,Healthcare,Hyderabad,884101.24,No,-5,Cold
154,f4875e2f-83e7-4ed5-a377-4d924648db42,Daksha Kapadia,michael17@example.net,3362671345,"Prabhu, Chaudhry and Manda",Tech,Chennai,618078.06,No,15,Cold
